0.0014799009638167338												
0.0037261601311916674	0.0027599196361934707											
4.1257450071147345e-05	2.966333799924979e-05	0.0026471338029177074										
0.00019124338860450219	0.00021982479803475034	5.8283178511675864e-05	0.0014760873008904166									
0.0002198437418816278	0.00020586927586465782	3.768270151862334e-05	0.003713220365999504	0.002745515090626439								
5.724727867445611e-05	3.7163662689269545e-05	0.0006917993603982558	4.6481297387541084e-05	2.490186361231338e-05	0.0026502732167040083							
0.0044789621505948755	0.004554845861699262	0.0001401234008224079	0.004488728713964367	0.004546269951450831	0.00011830661086123799	0.055459594511649585						
0.008678317816839634	0.00517694750422201	0.0006685445224972196	0.008702352876479535	0.005185453917686061	0.0006940905086430582	0.04080804385680401	0.059667249036568844					
0.0017136128106499868	0.0018062072946995243	0.0021236686793669533	0.0017083866243611545	0.001791053200919949	0.002122332256410224	0.0018751615826565675	0.0023759087477474307	0.04528834065586298				
0.004451291399189902	0.0028988772139817024	0.0013873375460363598	0.00445389174017723	0.002890068693467657	0.0013835542715375782	0.043139910664831006	0.017379546334572338	0.0007707716875878759	0.039045583767247316			
0.006892926174937563	0.006156391463429925	0.0034558557186494627	0.006908739452955717	0.0061550447978507275	0.0034120901376252805	0.05363544844324656	0.058341570903583356	0.0057377421532941964	0.024616697019536133	0.10794501709803389		
0.0001925628261335258	0.00032143762472384453	0.0006606815805463364	0.00018904928205202884	0.00031103442780061613	0.0006602325630699576	0.00041102610210475514	0.0002315285589917391	0.0014235736175158878	0.0012308193640388058	0.0012207240008404179	0.01670150150172474	
0.006225033968406339	0.00611151384422438	0.0020901527278693937	0.006250309771924865	0.0061079084650903235	0.002050681424773269	0.05256092408504169	0.07739749090960171	0.004435591032621176	0.025146576243457657	0.14415181222825363	0.001389097840408021	0.08672733020129324
