0.00017624615176249904														
0.0010083481455838894	0.001564787794942756													
7.62965443109244e-06	8.174778968762964e-06	0.000494432307732657												
2.2775788458596906e-05	5.8637797775201926e-05	1.003891182325003e-05	0.0001757919704143437											
5.866719981989431e-05	0.00011672141681307201	1.9416973373796968e-05	0.0010048439441995047	0.001556620869790515										
9.853739908118987e-06	1.9144846509913637e-05	0.00012921445597977507	8.652814092612346e-06	7.001173250029027e-06	0.0004950186882176852									
0.005139951059422695	0.008891326956507161	0.00018599134152422116	0.005141636486030163	0.008870395583023015	0.00014866902253135976	0.11649409521592144								
0.001662326618183398	0.0022960478265964825	0.0010435706958506076	0.001662897453796454	0.0022974648798253015	0.001047899214486278	0.02669355577312145	0.05835773153096271							
0.0012882839022444487	0.001531202115691952	0.0014086624201964314	0.0012790083934026823	0.0015047636722419378	0.0014099852091931004	0.0058113783002556535	0.002255590374058484	0.02308689552705164						
0.005169282106667125	0.005560515813402813	0.0025828195004542233	0.005174942053081249	0.005575679176702913	0.0025308576784698945	0.2990845556038658	0.07969624493503445	0.022254675244693847	0.8842955275593569					
0.0006088699312245592	0.0009476437213035758	0.00037228557408396724	0.0006055844759835323	0.0009407086958533677	0.00037131293429006605	0.06273731387784669	0.006708764110591031	0.0005178911157038148	0.028898936705747082	0.025354640130071823				
0.00048198189247439265	0.0009344412813097078	0.00035889489717928964	0.000478255758279788	0.0009288586622293175	0.00035792253028241975	0.016729436746628665	0.0019715447883027126	0.0003021922768504456	0.03158417884158207	0.03539068723371041	0.017321692199718842			
0.00014550836709001244	0.00023715506286336785	0.0002433472400045021	0.00014450898814160945	0.00023666129894691043	0.0002450116495523207	0.0009738408667830498	0.00017321145378333715	0.0018353083693630617	0.001581476185735787	0.00041172180350418857	0.000280718815973029	0.013740115870530664		
0.00044958896592028777	0.0004252287044382012	0.000663800508917057	0.00044893085222446293	0.0004228040788832128	0.0006652116359699456	0.004357607591309879	0.0006842054849659213	0.014873909970157008	0.007500021546774818	0.0022746072940106623	0.0025926320138997894	0.012118653369609447	0.03325125667944148	
0.003417681270907801	0.005581916433931499	0.0019003666238452599	0.0034230443375171376	0.005575690089918984	0.0018684761089381564	0.4220576952783929	0.08716627303238535	0.024652135808594784	0.7841866615966567	0.019349975068031794	0.04201021577307054	0.0016478082791433863	0.007392528182418314	0.4085308473297206
